k,epsilonLabel,hInv,HInv,H0Inv,m,ndof,ncoarse,estimateGB,exactIter,threeIter,coarseIter,exactFlag,threeFlag,coarseFlag,exactRelres,threeRelres,coarseRelres,innerCoarseCalls,innerCoarsePrimalCalls,innerCoarseAdjointCalls,innerCoarseIterMean,innerCoarseIterMax,innerCoarseFlagMax,innerCoarseRelresMax,sContract,sFovPositive,maxNormEPower,maxAlpha,basisContainedTrial,basisContainedTest,basisSafeTrial,basisSafeTest,pouExact,tildeLayers,omegaDiameterMax,localCoarseDofMax,localFineDofMax,basisKernelTrial,basisKernelTest,exactResvecLength,threeResvecLength,coarseResvecLength,status,notes
32,k,192,16,4,3,37249,289,0.116753399372101,12,26,20,0,0,0,5.74405281918612e-07,7.64574267051055e-07,7.63137047028519e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,1.06066017177982,269,34897,NaN,NaN,13,27,21,ran,NaN
32,zero,192,16,4,4,37249,289,0.156854927539825,12,27,23,0,0,0,4.22768723797219e-07,9.17600335601101e-07,4.65227928126938e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.14904851942814,283,36649,NaN,NaN,13,28,24,ran,NaN
32,k,192,16,4,4,37249,289,0.156854927539825,12,25,20,0,0,0,5.03639753574407e-07,8.8192465804168e-07,7.32505274357926e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.14904851942814,283,36649,NaN,NaN,13,26,21,ran,NaN
32,zero,192,16,8,1,37249,289,0.0663164258003235,19,65,49,0,0,0,7.94477659108431e-07,8.71202671837836e-07,8.27383302505454e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.530330085889911,101,12289,NaN,NaN,20,66,50,ran,NaN
32,k,192,16,8,1,37249,289,0.0663164258003235,18,59,44,0,0,0,8.3916425736241e-07,8.52199162807315e-07,7.42838064471803e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.530330085889911,101,12289,NaN,NaN,19,60,45,ran,NaN
32,zero,192,16,8,2,37249,289,0.0865738987922668,11,59,54,0,0,0,9.80916559168166e-07,9.78246648747909e-07,8.88175537947475e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.707106781186548,183,23305,NaN,NaN,12,60,55,ran,NaN
32,k,192,16,8,2,37249,289,0.0865738987922668,11,52,47,0,0,0,9.50112798863788e-07,9.83383724836002e-07,9.32367717572523e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.707106781186548,183,23305,NaN,NaN,12,53,48,ran,NaN
32,zero,192,16,8,3,37249,289,0.116753399372101,11,52,48,0,0,0,6.51420446597921e-07,7.52449979311789e-07,8.11449010728966e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.883883476483184,247,31993,NaN,NaN,12,53,49,ran,NaN
32,k,192,16,8,3,37249,289,0.116753399372101,11,46,43,0,0,0,7.15850839981676e-07,9.56118254274977e-07,8.36681134789505e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.883883476483184,247,31993,NaN,NaN,12,47,44,ran,NaN
32,zero,192,16,8,4,37249,289,0.156854927539825,11,51,48,0,0,0,4.6988513124765e-07,9.00753687486567e-07,8.74982214258527e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1.06066017177982,269,34897,NaN,NaN,12,52,49,ran,NaN
